-5115000000000100.0,6.514783139265444e-26,1.1015208947985183e-29
-5105009765625100.0,6.846009237554582e-26,2.0514112554942773e-29
-5095019531250100.0,6.948334772820852e-26,3.2275035494173624e-29
-5085029296875099.0,6.771031984144685e-26,4.466578033976166e-29
-5075039062500099.0,8.173530893287436e-26,5.498806383778545e-29
-5065048828125099.0,7.325131306533673e-26,6.213089956190583e-29
-5055058593750099.0,8.490826216412143e-26,6.470054866924954e-29
-5045068359375099.0,9.787551156879776e-26,5.79757739215069e-29
-5035078125000098.0,9.915396762320143e-26,4.645634338953055e-29
-5025087890625098.0,1.2097320702958843e-25,3.1612448286329625e-29
-5015097656250098.0,1.3305204739710907e-25,1.6722439055110264e-29
-5005107421875098.0,1.6015425170614228e-25,6.95413185815017e-30
-4995117187500098.0,1.8723685810546132e-25,4.0950559210064996e-30
-4985126953125097.0,2.2003411993447746e-25,7.771444100792895e-30
-4975136718750097.0,2.4640085428103615e-25,1.6690887283308164e-29
-4965146484375097.0,2.392793049026192e-25,2.7727333000775526e-29
-4955156250000097.0,2.4017644457155205e-25,3.894034728736615e-29
-4945166015625097.0,2.2056051477627942e-25,5.0133945099001637e-29
-4935175781250096.0,1.9565956642790089e-25,5.905293320788515e-29
-4925185546875096.0,1.4875035725574787e-25,6.02687382607399e-29
-4915195312500096.0,1.0484841413096405e-25,5.771440996566551e-29
-4905205078125096.0,7.80878509246963e-26,4.936638757343144e-29
-4895214843750096.0,6.887142517255811e-26,3.943034782036478e-29
-4885224609375096.0,6.952691853624199e-26,2.8736382933600205e-29
-4875234375000095.0,9.781903908534048e-26,1.9639235868057447e-29
-4865244140625095.0,1.3064703743118668e-25,1.261377121812874e-29
-4855253906250095.0,1.8308860291411736e-25,7.005138027710046e-30
-4845263671875095.0,2.4995402674618606e-25,3.3446395022326396e-30
-4835273437500095.0,2.8562396973593334e-25,1.1894107822126226e-30
-4825283203125094.0,2.9671058345952185e-25,4.781306957702062e-31
-4815292968750094.0,3.047168251243253e-25,1.1674155566775087e-30
-4805302734375094.0,2.8881772499732663e-25,2.118822829479137e-30
