Wavelength_nm,Normalized_Intensity
1297,0.26323837852371595
1298,0.25771937403787826
1299,0.2522929690021239
1300,0.24695848444947424
1301,0.2417152219327085
1302,0.23656243807792193
1303,0.23149937329266665
1304,0.22652522920128187
1305,0.22163919101358354
1306,0.2168404135632231
1307,0.2121280332762587
1308,0.20750116497974205
1309,0.20295890314985351
1310,0.19850032821157715
1311,0.19412449970251353
1312,0.18983046836681544
1313,0.18561726570767023
1314,0.18148391696291052
1315,0.17742943200740158
1316,0.17345281477337654
1317,0.16955305887718544
1318,0.16572915158369417
1319,0.16198007445501136
1320,0.158304802980297
1321,0.15470231010796895
1322,0.15117156429592135
1323,0.14771153300454615
1324,0.1443211818375269
1325,0.14099947602470095
1326,0.1377453816037264
1327,0.13455786512971848
1328,0.13143589556209134
1329,0.12837844431330542
1330,0.12538448545126052
1331,0.12245299825477828
1332,0.11958296432568599
1333,0.11677337286959208
1334,0.11402321597887762
1335,0.11133149395482314
1336,0.1086972123631644
1337,0.10611938362870696
1338,0.1035970291222876
1339,0.10112917493555865
1340,0.09871485937940633
1341,0.09635312474897492
1342,0.09404302618844197
1343,0.09178362506692256
1344,0.08957399312145727
1345,0.08741321280670153
1346,0.08530037318411852
1347,0.08323457822050645
1348,0.08121493653534376
1349,0.0792405724228454
1350,0.07731061696381322
1351,0.07542421346344635
1352,0.07358051721417327
1353,0.0717786907625021
1354,0.07001791328293334
1355,0.06829736884196834
1356,0.06661625829494598
1357,0.06497379014628882
1358,0.06336918499825664
1359,0.06180167701545716
1360,0.060270506864803265
1361,0.058774932994148654
1362,0.05731421889094312
1363,0.055887644160920145
1364,0.054494497754492735
1365,0.05313407864962478
1366,0.05180570137632224
1367,0.050508685502314556
1368,0.04924236838186475
1369,0.04800609342093416
1370,0.0467992173606427
1371,0.04562110907404546
1372,0.044471144109381563
1373,0.04334871511240294
1374,0.04225321917554338
1375,0.041184068757896854
1376,0.04014068523762379
1377,0.039122498659267986
1378,0.03812895421871692
1379,0.03715950119978675
1380,0.036213604919884596
1381,0.035290737213602576
1382,0.0343903800869397
1383,0.03351202852504186
1384,0.03265518178350978
1385,0.031819354827722725
1386,0.031004067586496053
1387,0.030208850913740773
1388,0.02943324676788932
1389,0.02867680160123714
1390,0.027939076727554947
1391,0.027219637501003698
1392,0.02651806024407242
1393,0.025833931003704038
1394,0.02516684029939521
1395,0.024516392516173057
1396,0.023882195542051076
1397,0.023263867709002527
1398,0.022661036207360357
1399,0.02207333234690138
1400,0.021500400343587463
1401,0.02094188762557515
1402,0.020397451100355388
1403,0.019866756122647863
1404,0.01934947153636375
1405,0.018845278174944358
1406,0.018353860021557665
1407,0.01787490921642536
1408,0.01740812629380586
1409,0.01695321452072476
1410,0.016509888156431347
1411,0.016077864838792862
1412,0.015656868748300395
1413,0.0152466326257109
1414,0.014846891273418955
1415,0.014457389226283389
1416,0.014077874989190357
1417,0.013708101812224637
1418,0.013347831687390569
1419,0.012996828306284612
1420,0.012654863439413676
1421,0.012321713755254647
1422,0.011997158915537855
1423,0.011680987216080406
1424,0.011372988806669267
1425,0.011072959871054994
1426,0.010780702549538643
1427,0.010496020671873444
1428,0.010218725881063217
1429,0.009948632505973097
1430,0.00968555867462662
1431,0.009429329276233448
1432,0.009179770401534426
1433,0.008936714236531897
1434,0.008699997015008041
1435,0.00846945684175236
1436,0.008244938591844777
1437,0.008026288817929156
1438,0.007813357902661433
1439,0.007606001545738523
1440,0.007404076404435899
1441,0.007207444591110474
1442,0.007015971269731704
1443,0.006829523319886912
1444,0.006647973334738302
1445,0.006471195193623111
1446,0.006299066038728151
1447,0.006131467482401232
1448,0.005968281889558017
1449,0.005809396135617922
1450,0.005654699793006065
1451,0.005504083677078225
1452,0.005357443426888456
1453,0.0052146759159619575
1454,0.005075680370317126
1455,0.004940360054117482
1456,0.0048086188382158775
1457,0.004680363979390599
1458,0.004555505478881717
1459,0.004433954046503003
1460,0.004315624300246652
1461,0.004200432357341588
1462,0.004088295660237351
1463,0.003979135359018883
1464,0.003872873295368394
1465,0.0037694334310705924
1466,0.00366874267578853
1467,0.0035707283541040846
1468,0.0034753205373254615
1469,0.0033824513119891848
1470,0.003292053294791585
1471,0.003204062137296358
1472,0.0031184146656608462
1473,0.003035048618685745
1474,0.0029539046456331978
1475,0.0028749239926969005
1476,0.002798049307904163
1477,0.0027232256961642587
1478,0.0026503985863475547
1479,0.0025795152315277715
1480,0.002510524758592184
1481,0.0024433765702831004
1482,0.0023780221703241238
1483,0.002314414366398708
1484,0.002252506344544379
1485,0.0021922534729431117
1486,0.002133611940159583
1487,0.0020765385229926676
1488,0.002020992131667654
1489,0.0019669321643502277
1490,0.0019143187834127033
1491,0.0018631138999558729
1492,0.0018132796910055506
1493,0.0017647796213430258
1494,0.001717579120445286
1495,0.0016716437831864799
1496,0.0016269392044407594
1497,0.0015834309790822751
1498,0.0
1499,0.0
1500,0.0
