0.1,1.3321422096734895e-14,209896584263996.75,2.7693751869432337e-14,454822096790242.0, 6.548709711093248e-07
0.2,1.3321544135053852e-14,209897000393840.06,2.7693830943185056e-14,454827763157614.5, 2.8217409015489723e-06
0.3,1.3322118681082984e-14,209898926664828.5,2.7694203186985045e-14,454854147054022.1, 1.848366037263287e-05
0.4,1.3322669033175124e-14,209903942255425.72,2.7694565571441343e-14,454908067024089.2, 0.00011794295938672999
0.5,1.3314221724144911e-14,210149392905328.94,2.76890268122429e-14,456960314086335.9, 0.014919834014458726
0.6,1.3330764445491746e-14,210038522667578.75,2.769998632771037e-14,456248285929153.75, 0.12350407295439506
0.7,1.1255338993878926e-14,227089765459104.88,2.610283895552001e-14,583849038515063.6, 0.05596776116658239
0.8,1.2955275613516874e-14,217573059236299.25,2.745292673213076e-14,527985851311894.75, 0.45188974343299043
0.9,1.3184279324492459e-14,217903451965754.94,2.760489107799202e-14,545732651176116.0, 0.7672804186832228
1.0,1.3268052467722551e-14,218154684573057.88,2.7658658580170827e-14,554031898790277.2, 0.9114670480981959
